No.,Time,,Time 1,Time 2,Delay,,Delay 1,Delay 2 ,Jitter,,,
770,"7,052,004",,"7,052,004","7,052,121",117,,-1264,1381,2645,,,
771,"7,052,121",,"7,052,121","7,053,502","1,381",,1380,1,-1379,,,
772,"7,053,502",,"7,053,502","7,053,503",1,,0,1,1,,,
773,"7,053,503",,"7,053,503","7,053,504",1,,0,1,1,,,
774,"7,053,504",,"7,053,504","7,053,505",1,,-327,328,655,,,
775,"7,053,505",,"7,053,505","7,053,833",328,,192,136,-56,,,
776,"7,053,833",,"7,053,833","7,053,969",136,,36,100,64,,,
777,"7,053,969",,"7,053,969","7,054,069",100,,-32055,32155,64210,,,
778,"7,054,069",,"7,054,069","7,086,224","32,155",,32153,2,-32151,,,
779,"7,086,224",,"7,086,224","7,086,226",2,,-127,129,256,,,
780,"7,086,226",,"7,086,226","7,086,355",129,,128,1,-127,,,
781,"7,086,355",,"7,086,355","7,086,356",1,,-227,228,455,,,
782,"7,086,356",,"7,086,356","7,086,584",228,,69,159,90,,,
783,"7,086,584",,"7,086,584","7,086,743",159,,67,92,25,,,
784,"7,086,743",,"7,086,743","7,086,835",92,,-324,416,740,,,
785,"7,086,835",,"7,086,835","7,087,251",416,,415,1,-414,,,
786,"7,087,251",,"7,087,251","7,087,252",1,,-2,3,5,,,
787,"7,087,252",,"7,087,252","7,087,255",3,,2,1,-1,,,
788,"7,087,255",,"7,087,255","7,087,256",1,,0,1,1,,,
789,"7,087,256",,"7,087,256","7,087,257",1,,-481,482,963,,,
790,"7,087,257",,"7,087,257","7,087,739",482,,481,1,-480,,,
791,"7,087,739",,"7,087,739","7,087,740",1,,-192,193,385,,,
792,"7,087,740",,"7,087,740","7,087,933",193,,45,148,103,,,
793,"7,087,933",,"7,087,933","7,088,081",148,,146,2,-144,,,
794,"7,088,081",,"7,088,081","7,088,083",2,,1,1,0,,,
795,"7,088,083",,"7,088,083","7,088,084",1,,0,1,1,,,
796,"7,088,084",,"7,088,084","7,088,085",1,,-189,190,379,,,
797,"7,088,085",,"7,088,085","7,088,275",190,,-7,197,204,,,
798,"7,088,275",,"7,088,275","7,088,472",197,,69,128,59,,,
799,"7,088,472",,"7,088,472","7,088,600",128,,15,113,98,,,
800,"7,088,600",,"7,088,600","7,088,713",113,,-993,1106,2099,,,
801,"7,088,713",,"7,088,713","7,089,819","1,106",,1105,1,-1104,,,
802,"7,089,819",,"7,089,819","7,089,820",1,,0,1,1,,,
803,"7,089,820",,"7,089,820","7,089,821",1,,0,1,1,,,
804,"7,089,821",,"7,089,821","7,089,822",1,,0,1,1,,,
805,"7,089,822",,"7,089,822","7,089,823",1,,0,1,1,,,
806,"7,089,823",,"7,089,823","7,089,824",1,,-261,262,523,,,
807,"7,089,824",,"7,089,824","7,090,086",262,,128,134,6,,,
808,"7,090,086",,"7,090,086","7,090,220",134,,6,128,122,,,
809,"7,090,220",,"7,090,220","7,090,348",128,,26,102,76,,,
810,"7,090,348",,"7,090,348","7,090,450",102,,6,96,90,,,
811,"7,090,450",,"7,090,450","7,090,546",96,,-435,531,966,,,
812,"7,090,546",,"7,090,546","7,091,077",531,,529,2,-527,,,
813,"7,091,077",,"7,091,077","7,091,079",2,,1,1,0,,,
814,"7,091,079",,"7,091,079","7,091,080",1,,0,1,1,,,
815,"7,091,080",,"7,091,080","7,091,081",1,,1,0,-1,,,
816,"7,091,081",,"7,091,081","7,091,081",0,,-1,1,2,,,
817,"7,091,081",,"7,091,081","7,091,082",1,,0,1,1,,,
818,"7,091,082",,"7,091,082","7,091,083",1,,-2,3,5,,,
819,"7,091,083",,"7,091,083","7,091,086",3,,-298,301,599,,,
820,"7,091,086",,"7,091,086","7,091,387",301,,185,116,-69,,,
821,"7,091,387",,"7,091,387","7,091,503",116,,-12,128,140,,,
822,"7,091,503",,"7,091,503","7,091,631",128,,22,106,84,,,
823,"7,091,631",,"7,091,631","7,091,737",106,,6,100,94,,,
824,"7,091,737",,"7,091,737","7,091,837",100,,-31,131,162,,,
825,"7,091,837",,"7,091,837","7,091,968",131,,-685,816,1501,,,
826,"7,091,968",,"7,091,968","7,092,784",816,,815,1,-814,,,
827,"7,092,784",,"7,092,784","7,092,785",1,,0,1,1,,,
828,"7,092,785",,"7,092,785","7,092,786",1,,0,1,1,,,
829,"7,092,786",,"7,092,786","7,092,787",1,,0,1,1,,,
830,"7,092,787",,"7,092,787","7,092,788",1,,0,1,1,,,
831,"7,092,788",,"7,092,788","7,092,789",1,,0,1,1,,,
832,"7,092,789",,"7,092,789","7,092,790",1,,-2,3,5,,,
833,"7,092,790",,"7,092,790","7,092,793",3,,2,1,-1,,,
834,"7,092,793",,"7,092,793","7,092,794",1,,0,1,1,,,
835,"7,092,794",,"7,092,794","7,092,795",1,,-474,475,949,,,
836,"7,092,795",,"7,092,795","7,093,270",475,,341,134,-207,,,
837,"7,093,270",,"7,093,270","7,093,404",134,,35,99,64,,,
838,"7,093,404",,"7,093,404","7,093,503",99,,5,94,89,,,
839,"7,093,503",,"7,093,503","7,093,597",94,,2,92,90,,,
840,"7,093,597",,"7,093,597","7,093,689",92,,-4,96,100,,,
841,"7,093,689",,"7,093,689","7,093,785",96,,-59,155,214,,,
842,"7,093,785",,"7,093,785","7,093,940",155,,38,117,79,,,
843,"7,093,940",,"7,093,940","7,094,057",117,,-366,483,849,,,
844,"7,094,057",,"7,094,057","7,094,540",483,,482,1,-481,,,
845,"7,094,540",,"7,094,540","7,094,541",1,,0,1,1,,,
846,"7,094,541",,"7,094,541","7,094,542",1,,0,1,1,,,
847,"7,094,542",,"7,094,542","7,094,543",1,,0,1,1,,,
848,"7,094,543",,"7,094,543","7,094,544",1,,0,1,1,,,
849,"7,094,544",,"7,094,544","7,094,545",1,,0,1,1,,,
850,"7,094,545",,"7,094,545","7,094,546",1,,-2,3,5,,,
851,"7,094,546",,"7,094,546","7,094,549",3,,-398,401,799,,,
852,"7,094,549",,"7,094,549","7,094,950",401,,290,111,-179,,,
853,"7,094,950",,"7,094,950","7,095,061",111,,12,99,87,,,
854,"7,095,061",,"7,095,061","7,095,160",99,,-509,608,1117,,,
855,"7,095,160",,"7,095,160","7,095,768",608,,606,2,-604,,,
856,"7,095,768",,"7,095,768","7,095,770",2,,-295,297,592,,,
857,"7,095,770",,"7,095,770","7,096,067",297,,20,277,257,,,
858,"7,096,067",,"7,096,067","7,096,344",277,,276,1,-275,,,
859,"7,096,344",,"7,096,344","7,096,345",1,,0,1,1,,,
860,"7,096,345",,"7,096,345","7,096,346",1,,-287,288,575,,,
861,"7,096,346",,"7,096,346","7,096,634",288,,-452,740,1192,,,
862,"7,096,634",,"7,096,634","7,097,374",740,,738,2,-736,,,
863,"7,097,374",,"7,097,374","7,097,376",2,,-8216,8218,16434,,,
864,"7,097,376",,"7,097,376","7,105,594","8,218",,8053,165,-7888,,,
865,"7,105,594",,"7,105,594","7,105,759",165,,164,1,-163,,,
866,"7,105,759",,"7,105,759","7,105,760",1,,0,1,1,,,
867,"7,105,760",,"7,105,760","7,105,761",1,,-293,294,587,,,
868,"7,105,761",,"7,105,761","7,106,055",294,,151,143,-8,,,
869,"7,106,055",,"7,106,055","7,106,198",143,,-115224,115367,230591,,,
870,"7,106,198",,"7,106,198","7,221,565","115,367",,115001,366,-114635,,,
871,"7,221,565",,"7,221,565","7,221,931",366,,230,136,-94,,,
872,"7,221,931",,"7,221,931","7,222,067",136,,135,1,-134,,,
873,"7,222,067",,"7,222,067","7,222,068",1,,-2,3,5,,,
874,"7,222,068",,"7,222,068","7,222,071",3,,-144,147,291,,,
875,"7,222,071",,"7,222,071","7,222,218",147,,46,101,55,,,
876,"7,222,218",,"7,222,218","7,222,319",101,,-372,473,845,,,
877,"7,222,319",,"7,222,319","7,222,792",473,,472,1,-471,,,
878,"7,222,792",,"7,222,792","7,222,793",1,,0,1,1,,,
879,"7,222,793",,"7,222,793","7,222,794",1,,-144,145,289,,,
880,"7,222,794",,"7,222,794","7,222,939",145,,29,116,87,,,
881,"7,222,939",,"7,222,939","7,223,055",116,,107,9,-98,,,
882,"7,223,055",,"7,223,055","7,223,064",9,,-96,105,201,,,
883,"7,223,064",,"7,223,064","7,223,169",105,,5,100,95,,,
884,"7,223,169",,"7,223,169","7,223,269",100,,-111,211,322,,,
885,"7,223,269",,"7,223,269","7,223,480",211,,210,1,-209,,,
886,"7,223,480",,"7,223,480","7,223,481",1,,-336,337,673,,,
887,"7,223,481",,"7,223,481","7,223,818",337,,152,185,33,,,
888,"7,223,818",,"7,223,818","7,224,003",185,,-724,909,1633,,,
889,"7,224,003",,"7,224,003","7,224,912",909,,908,1,-907,,,
890,"7,224,912",,"7,224,912","7,224,913",1,,0,1,1,,,
891,"7,224,913",,"7,224,913","7,224,914",1,,0,1,1,,,
892,"7,224,914",,"7,224,914","7,224,915",1,,-2,3,5,,,
893,"7,224,915",,"7,224,915","7,224,918",3,,2,1,-1,,,
894,"7,224,918",,"7,224,918","7,224,919",1,,-289,290,579,,,
895,"7,224,919",,"7,224,919","7,225,209",290,,90,200,110,,,
896,"7,225,209",,"7,225,209","7,225,409",200,,198,2,-196,,,
897,"7,225,409",,"7,225,409","7,225,411",2,,2,0,-2,,,
898,"7,225,411",,"7,225,411","7,225,411",0,,-1,1,2,,,
899,"7,225,411",,"7,225,411","7,225,412",1,,-30,31,61,,,
900,"7,225,412",,"7,225,412","7,225,443",31,,-75,106,181,,,
901,"7,225,443",,"7,225,443","7,225,549",106,,2,104,102,,,
902,"7,225,549",,"7,225,549","7,225,653",104,,-125,229,354,,,
903,"7,225,653",,"7,225,653","7,225,882",229,,228,1,-227,,,
904,"7,225,882",,"7,225,882","7,225,883",1,,-8,9,17,,,
905,"7,225,883",,"7,225,883","7,225,892",9,,-93,102,195,,,
906,"7,225,892",,"7,225,892","7,225,994",102,,-53,155,208,,,
907,"7,225,994",,"7,225,994","7,226,149",155,,-132,287,419,,,
908,"7,226,149",,"7,226,149","7,226,436",287,,286,1,-285,,,
909,"7,226,436",,"7,226,436","7,226,437",1,,-15,16,31,,,
910,"7,226,437",,"7,226,437","7,226,453",16,,-250,266,516,,,
911,"7,226,453",,"7,226,453","7,226,719",266,,265,1,-264,,,
912,"7,226,719",,"7,226,719","7,226,720",1,,0,1,1,,,
913,"7,226,720",,"7,226,720","7,226,721",1,,0,1,1,,,
914,"7,226,721",,"7,226,721","7,226,722",1,,-233,234,467,,,
915,"7,226,722",,"7,226,722","7,226,956",234,,73,161,88,,,
916,"7,226,956",,"7,226,956","7,227,117",161,,-587,748,1335,,,
917,"7,227,117",,"7,227,117","7,227,865",748,,747,1,-746,,,
918,"7,227,865",,"7,227,865","7,227,866",1,,0,1,1,,,
919,"7,227,866",,"7,227,866","7,227,867",1,,0,1,1,,,
920,"7,227,867",,"7,227,867","7,227,868",1,,0,1,1,,,
921,"7,227,868",,"7,227,868","7,227,869",1,,0,1,1,,,
922,"7,227,869",,"7,227,869","7,227,870",1,,-277,278,555,,,
923,"7,227,870",,"7,227,870","7,228,148",278,,58,220,162,,,
924,"7,228,148",,"7,228,148","7,228,368",220,,-72,292,364,,,
925,"7,228,368",,"7,228,368","7,228,660",292,,291,1,-290,,,
926,"7,228,660",,"7,228,660","7,228,661",1,,-102,103,205,,,
927,"7,228,661",,"7,228,661","7,228,764",103,,-514,617,1131,,,
928,"7,228,764",,"7,228,764","7,229,381",617,,616,1,-615,,,
929,"7,229,381",,"7,229,381","7,229,382",1,,0,1,1,,,
930,"7,229,382",,"7,229,382","7,229,383",1,,0,1,1,,,
931,"7,229,383",,"7,229,383","7,229,384",1,,-163,164,327,,,
932,"7,229,384",,"7,229,384","7,229,548",164,,59,105,46,,,
933,"7,229,548",,"7,229,548","7,229,653",105,,104,1,-103,,,
934,"7,229,653",,"7,229,653","7,229,654",1,,-4,5,9,,,
935,"7,229,654",,"7,229,654","7,229,659",5,,-97,102,199,,,
936,"7,229,659",,"7,229,659","7,229,761",102,,-17,119,136,,,
937,"7,229,761",,"7,229,761","7,229,880",119,,-1074,1193,2267,,,
938,"7,229,880",,"7,229,880","7,231,073","1,193",,1191,2,-1189,,,
939,"7,231,073",,"7,231,073","7,231,075",2,,1,1,0,,,
940,"7,231,075",,"7,231,075","7,231,076",1,,0,1,1,,,
941,"7,231,076",,"7,231,076","7,231,077",1,,0,1,1,,,
942,"7,231,077",,"7,231,077","7,231,078",1,,0,1,1,,,
943,"7,231,078",,"7,231,078","7,231,079",1,,-394,395,789,,,
944,"7,231,079",,"7,231,079","7,231,474",395,,241,154,-87,,,
945,"7,231,474",,"7,231,474","7,231,628",154,,25,129,104,,,
946,"7,231,628",,"7,231,628","7,231,757",129,,24,105,81,,,
947,"7,231,757",,"7,231,757","7,231,862",105,,-440,545,985,,,
948,"7,231,862",,"7,231,862","7,232,407",545,,541,4,-537,,,
949,"7,232,407",,"7,232,407","7,232,411",4,,3,1,-2,,,
950,"7,232,411",,"7,232,411","7,232,412",1,,0,1,1,,,
951,"7,232,412",,"7,232,412","7,232,413",1,,0,1,1,,,
952,"7,232,413",,"7,232,413","7,232,414",1,,0,1,1,,,
953,"7,232,414",,"7,232,414","7,232,415",1,,0,1,1,,,
954,"7,232,415",,"7,232,415","7,232,416",1,,0,1,1,,,
955,"7,232,416",,"7,232,416","7,232,417",1,,-538,539,1077,,,
956,"7,232,417",,"7,232,417","7,232,956",539,,209,330,121,,,
957,"7,232,956",,"7,232,956","7,233,286",330,,114,216,102,,,
958,"7,233,286",,"7,233,286","7,233,502",216,,-40,256,296,,,
959,"7,233,502",,"7,233,502","7,233,758",256,,55,201,146,,,
960,"7,233,758",,"7,233,758","7,233,959",201,,-874,1075,1949,,,
961,"7,233,959",,"7,233,959","7,235,034","1,075",,1074,1,-1073,,,
962,"7,235,034",,"7,235,034","7,235,035",1,,0,1,1,,,
963,"7,235,035",,"7,235,035","7,235,036",1,,0,1,1,,,
964,"7,235,036",,"7,235,036","7,235,037",1,,0,1,1,,,
965,"7,235,037",,"7,235,037","7,235,038",1,,0,1,1,,,
966,"7,235,038",,"7,235,038","7,235,039",1,,0,1,1,,,
967,"7,235,039",,"7,235,039","723,504",1,,-6511536,6511537,13023073,,,
968,"723,504",,"723,504","7,235,041","6,511,537",,6511536,1,-6511535,,,
969,"7,235,041",,"7,235,041","7,235,042",1,,0,1,1,,,
970,"7,235,042",,"7,235,042","7,235,043",1,,0,1,1,,,
971,"7,235,043",,"7,235,043","7,235,044",1,,0,1,1,,,
972,"7,235,044",,"7,235,044","7,235,045",1,,0,1,1,,,
973,"7,235,045",,"7,235,045","7,235,046",1,,1,0,-1,,,
974,"7,235,046",,"7,235,046","7,235,046",0,,-398,398,796,,,
975,"7,235,046",,"7,235,046","7,235,444",398,,264,134,-130,,,
976,"7,235,444",,"7,235,444","7,235,578",134,,31,103,72,,,
977,"7,235,578",,"7,235,578","7,235,681",103,,3,100,97,,,
978,"7,235,681",,"7,235,681","7,235,781",100,,3,97,94,,,
979,"7,235,781",,"7,235,781","7,235,878",97,,-4,101,105,,,
980,"7,235,878",,"7,235,878","7,235,979",101,,0,101,101,,,
981,"7,235,979",,"7,235,979","7,236,080",101,,-10,111,121,,,
982,"7,236,080",,"7,236,080","7,236,191",111,,-2,113,115,,,
983,"7,236,191",,"7,236,191","7,236,304",113,,-9,122,131,,,
984,"7,236,304",,"7,236,304","7,236,426",122,,5,117,112,,,
985,"7,236,426",,"7,236,426","7,236,543",117,,-12,129,141,,,
986,"7,236,543",,"7,236,543","7,236,672",129,,-724,853,1577,,,
987,"7,236,672",,"7,236,672","7,237,525",853,,852,1,-851,,,
988,"7,237,525",,"7,237,525","7,237,526",1,,0,1,1,,,
989,"7,237,526",,"7,237,526","7,237,527",1,,0,1,1,,,
990,"7,237,527",,"7,237,527","7,237,528",1,,0,1,1,,,
991,"7,237,528",,"7,237,528","7,237,529",1,,0,1,1,,,
992,"7,237,529",,"7,237,529","7,237,530",1,,0,1,1,,,
993,"7,237,530",,"7,237,530","7,237,531",1,,-1,2,3,,,
994,"7,237,531",,"7,237,531","7,237,533",2,,1,1,0,,,
995,"7,237,533",,"7,237,533","7,237,534",1,,0,1,1,,,
996,"7,237,534",,"7,237,534","7,237,535",1,,0,1,1,,,
997,"7,237,535",,"7,237,535","7,237,536",1,,0,1,1,,,
998,"7,237,536",,"7,237,536","7,237,537",1,,0,1,1,,,
999,"7,237,537",,"7,237,537","7,237,538",1,,0,1,1,,,
1000,"7,237,538",,"7,237,538","7,237,539",1,,-622,623,1245,,,
1001,"7,237,539",,"7,237,539","7,238,162",623,,367,256,-111,,,
1002,"7,238,162",,"7,238,162","7,238,418",256,,141,115,-26,,,
1003,"7,238,418",,"7,238,418","7,238,533",115,,21,94,73,,,
1004,"7,238,533",,"7,238,533","7,238,627",94,,1,93,92,,,
1005,"7,238,627",,"7,238,627","7,238,720",93,,-61,154,215,,,
1006,"7,238,720",,"7,238,720","7,238,874",154,,29,125,96,,,
1007,"7,238,874",,"7,238,874","7,238,999",125,,23,102,79,,,
1008,"7,238,999",,"7,238,999","7,239,101",102,,-16,118,134,,,
1009,"7,239,101",,"7,239,101","7,239,219",118,,22,96,74,,,
1010,"7,239,219",,"7,239,219","7,239,315",96,,95,1,-94,,,
1011,"7,239,315",,"7,239,315","7,239,316",1,,0,1,1,,,
1012,"7,239,316",,"7,239,316","7,239,317",1,,0,1,1,,,
1013,"7,239,317",,"7,239,317","7,239,318",1,,0,1,1,,,
1014,"7,239,318",,"7,239,318","7,239,319",1,,0,1,1,,,
1015,"7,239,319",,"7,239,319","7,239,320",1,,1,0,-1,,,
1016,"7,239,320",,"7,239,320","7,239,320",0,,-1,1,2,,,
1017,"7,239,320",,"7,239,320","7,239,321",1,,0,1,1,,,
1018,"7,239,321",,"7,239,321","7,239,322",1,,0,1,1,,,
1019,"7,239,322",,"7,239,322","7,239,323",1,,-18,19,37,,,
1020,"7,239,323",,"7,239,323","7,239,342",19,,-81,100,181,,,
1021,"7,239,342",,"7,239,342","7,239,442",100,,2,98,96,,,
1022,"7,239,442",,"7,239,442","7,239,540",98,,-8,106,114,,,
1023,"7,239,540",,"7,239,540","7,239,646",106,,-75,181,256,,,
1024,"7,239,646",,"7,239,646","7,239,827",181,,175,6,-169,,,
1025,"7,239,827",,"7,239,827","7,239,833",6,,5,1,-4,,,
1026,"7,239,833",,"7,239,833","7,239,834",1,,0,1,1,,,
1027,"7,239,834",,"7,239,834","7,239,835",1,,0,1,1,,,
1028,"7,239,835",,"7,239,835","7,239,836",1,,-95,96,191,,,
1029,"7,239,836",,"7,239,836","7,239,932",96,,4,92,88,,,
1030,"7,239,932",,"7,239,932","7,240,024",92,,-138,230,368,,,
1031,"7,240,024",,"7,240,024","7,240,254",230,,229,1,-228,,,
1032,"7,240,254",,"7,240,254","7,240,255",1,,-7,8,15,,,
1033,"7,240,255",,"7,240,255","7,240,263",8,,-379,387,766,,,
1034,"7,240,263",,"7,240,263","7,240,650",387,,334,53,-281,,,
1035,"7,240,650",,"7,240,650","7,240,703",53,,51,2,-49,,,
1036,"7,240,703",,"7,240,703","7,240,705",2,,-61,63,124,,,
1037,"7,240,705",,"7,240,705","7,240,768",63,,-36,99,135,,,
1038,"7,240,768",,"7,240,768","7,240,867",99,,-308,407,715,,,
1039,"7,240,867",,"7,240,867","7,241,274",407,,405,2,-403,,,
1040,"7,241,274",,"7,241,274","7,241,276",2,,2,0,-2,,,
1041,"7,241,276",,"7,241,276","7,241,276",0,,-1,1,2,,,
1042,"7,241,276",,"7,241,276","7,241,277",1,,-871,872,1743,,,
1043,"7,241,277",,"7,241,277","7,242,149",872,,871,1,-870,,,
1044,"7,242,149",,"7,242,149","7,242,150",1,,0,1,1,,,
1045,"7,242,150",,"7,242,150","7,242,151",1,,0,1,1,,,
1046,"7,242,151",,"7,242,151","7,242,152",1,,-183,184,367,,,
1047,"7,242,152",,"7,242,152","7,242,336",184,,183,1,-182,,,
1048,"7,242,336",,"7,242,336","7,242,337",1,,0,1,1,,,
1049,"7,242,337",,"7,242,337","7,242,338",1,,0,1,1,,,
1050,"7,242,338",,"7,242,338","7,242,339",1,,-42,43,85,,,
1051,"7,242,339",,"7,242,339","7,242,382",43,,-89,132,221,,,
1052,"7,242,382",,"7,242,382","7,242,514",132,,29,103,74,,,
1053,"7,242,514",,"7,242,514","7,242,617",103,,4,99,95,,,
1054,"7,242,617",,"7,242,617","7,242,716",99,,-11,110,121,,,
1055,"7,242,716",,"7,242,716","7,242,826",110,,-1256,1366,2622,,,
1056,"7,242,826",,"7,242,826","7,244,192","1,366",,1364,2,-1362,,,
1057,"7,244,192",,"7,244,192","7,244,194",2,,2,0,-2,,,
1058,"7,244,194",,"7,244,194","7,244,194",0,,-254,254,508,,,
1059,"7,244,194",,"7,244,194","7,244,448",254,,99,155,56,,,
1060,"7,244,448",,"7,244,448","7,244,603",155,,-12778,12933,25711,,,
1061,"7,244,603",,"7,244,603","7,257,536","12,933",,12932,1,-12931,,,
1062,"7,257,536",,"7,257,536","7,257,537",1,,0,1,1,,,
1063,"7,257,537",,"7,257,537","7,257,538",1,,0,1,1,,,
1064,"7,257,538",,"7,257,538","7,257,539",1,,-151,152,303,,,
1065,"7,257,539",,"7,257,539","7,257,691",152,,151,1,-150,,,
1066,"7,257,691",,"7,257,691","7,257,692",1,,-255,256,511,,,
1067,"7,257,692",,"7,257,692","7,257,948",256,,20,236,216,,,
1068,"7,257,948",,"7,257,948","7,258,184",236,,138,98,-40,,,
1069,"7,258,184",,"7,258,184","7,258,282",98,,8,90,82,,,
1070,"7,258,282",,"7,258,282","7,258,372",90,,-12,102,114,,,
1071,"7,258,372",,"7,258,372","7,258,474",102,,0,102,102,,,
1072,"7,258,474",,"7,258,474","7,258,576",102,,-6986,7088,14074,,,
1073,"7,258,576",,"7,258,576","7,265,664","7,088",,7084,4,-7080,,,
1074,"7,265,664",,"7,265,664","7,265,668",4,,3,1,-2,,,
1075,"7,265,668",,"7,265,668","7,265,669",1,,0,1,1,,,
1076,"7,265,669",,"7,265,669","7,265,670",1,,0,1,1,,,
1077,"7,265,670",,"7,265,670","7,265,671",1,,0,1,1,,,
1078,"7,265,671",,"7,265,671","7,265,672",1,,0,1,1,,,
1079,"7,265,672",,"7,265,672","7,265,673",1,,0,1,1,,,
1080,"7,265,673",,"7,265,673","7,265,674",1,,0,1,1,,,
1081,"7,265,674",,"7,265,674","7,265,675",1,,0,1,1,,,
1082,"7,265,675",,"7,265,675","7,265,676",1,,-1,2,3,,,
1083,"7,265,676",,"7,265,676","7,265,678",2,,1,1,0,,,
1084,"7,265,678",,"7,265,678","7,265,679",1,,0,1,1,,,
1085,"7,265,679",,"7,265,679","7,265,680",1,,0,1,1,,,
1086,"7,265,680",,"7,265,680","7,265,681",1,,0,1,1,,,
1087,"7,265,681",,"7,265,681","7,265,682",1,,-1,2,3,,,
1088,"7,265,682",,"7,265,682","7,265,684",2,,1,1,0,,,
1089,"7,265,684",,"7,265,684","7,265,685",1,,0,1,1,,,
1090,"7,265,685",,"7,265,685","7,265,686",1,,0,1,1,,,
1091,"7,265,686",,"7,265,686","7,265,687",1,,0,1,1,,,
1092,"7,265,687",,"7,265,687","7,265,688",1,,0,1,1,,,
1093,"7,265,688",,"7,265,688","7,265,689",1,,0,1,1,,,
1094,"7,265,689",,"7,265,689","7,265,690",1,,-1005,1006,2011,,,
1095,"7,265,690",,"7,265,690","7,266,696","1,006",,821,185,-636,,,
1096,"7,266,696",,"7,266,696","7,266,881",185,,81,104,23,,,
1097,"7,266,881",,"7,266,881","7,266,985",104,,3,101,98,,,
1098,"7,266,985",,"7,266,985","7,267,086",101,,-6,107,113,,,
1099,"7,267,086",,"7,267,086","7,267,193",107,,-3,110,113,,,
1100,"7,267,193",,"7,267,193","7,267,303",110,,1,109,108,,,
1101,"7,267,303",,"7,267,303","7,267,412",109,,-8,117,125,,,
1102,"7,267,412",,"7,267,412","7,267,529",117,,-78,195,273,,,
1103,"7,267,529",,"7,267,529","7,267,724",195,,74,121,47,,,
1104,"7,267,724",,"7,267,724","7,267,845",121,,12,109,97,,,
1105,"7,267,845",,"7,267,845","7,267,954",109,,-10,119,129,,,
1106,"7,267,954",,"7,267,954","7,268,073",119,,-5,124,129,,,
1107,"7,268,073",,"7,268,073","7,268,197",124,,-73,197,270,,,
1108,"7,268,197",,"7,268,197","7,268,394",197,,-14,211,225,,,
1109,"7,268,394",,"7,268,394","7,268,605",211,,-261,472,733,,,
1110,"7,268,605",,"7,268,605","7,269,077",472,,-2696,3168,5864,,,
1111,"7,269,077",,"7,269,077","7,272,245","3,168",,3167,1,-3166,,,
1112,"7,272,245",,"7,272,245","7,272,246",1,,-15013,15014,30027,,,
1113,"7,272,246",,"7,272,246","7,287,260","15,014",,15013,1,-15012,,,
1114,"7,287,260",,"7,287,260","7,287,261",1,,0,1,1,,,
1115,"7,287,261",,"7,287,261","7,287,262",1,,-1,2,3,,,
1116,"7,287,262",,"7,287,262","7,287,264",2,,2,0,-2,,,
1117,"7,287,264",,"7,287,264","7,287,264",0,,-285,285,570,,,
1118,"7,287,264",,"7,287,264","7,287,549",285,,284,1,-283,,,
1119,"7,287,549",,"7,287,549","7,287,550",1,,-119,120,239,,,
1120,"7,287,550",,"7,287,550","7,287,670",120,,-38,158,196,,,
1121,"7,287,670",,"7,287,670","7,287,828",158,,112,46,-66,,,
1122,"7,287,828",,"7,287,828","7,287,874",46,,45,1,-44,,,
1123,"7,287,874",,"7,287,874","7,287,875",1,,-57,58,115,,,
1124,"7,287,875",,"7,287,875","7,287,933",58,,-49,107,156,,,
1125,"7,287,933",,"7,287,933","7,288,040",107,,72,35,-37,,,
1126,"7,288,040",,"7,288,040","7,288,075",35,,34,1,-33,,,
1127,"7,288,075",,"7,288,075","7,288,076",1,,-69,70,139,,,
1128,"7,288,076",,"7,288,076","7,288,146",70,,-42,112,154,,,
1129,"7,288,146",,"7,288,146","7,288,258",112,,12,100,88,,,
1130,"7,288,258",,"7,288,258","7,288,358",100,,97,3,-94,,,
1131,"7,288,358",,"7,288,358","7,288,361",3,,1,2,1,,,
1132,"7,288,361",,"7,288,361","7,288,363",2,,-100,102,202,,,
1133,"7,288,363",,"7,288,363","7,288,465",102,,5,97,92,,,
1134,"7,288,465",,"7,288,465","7,288,562",97,,-283,380,663,,,
1135,"7,288,562",,"7,288,562","7,288,942",380,,379,1,-378,,,
1136,"7,288,942",,"7,288,942","7,288,943",1,,-239,240,479,,,
1137,"7,288,943",,"7,288,943","7,289,183",240,,-139,379,518,,,
1138,"7,289,183",,"7,289,183","7,289,562",379,,247,132,-115,,,
1139,"7,289,562",,"7,289,562","7,289,694",132,,5,127,122,,,
1140,"7,289,694",,"7,289,694","7,289,821",127,,-2857,2984,5841,,,
1141,"7,289,821",,"7,289,821","7,292,805","2,984",,2983,1,-2982,,,
1142,"7,292,805",,"7,292,805","7,292,806",1,,0,1,1,,,
1143,"7,292,806",,"7,292,806","7,292,807",1,,0,1,1,,,
1144,"7,292,807",,"7,292,807","7,292,808",1,,-2,3,5,,,
1145,"7,292,808",,"7,292,808","7,292,811",3,,2,1,-1,,,
1146,"7,292,811",,"7,292,811","7,292,812",1,,0,1,1,,,
1147,"7,292,812",,"7,292,812","7,292,813",1,,-427,428,855,,,
1148,"7,292,813",,"7,292,813","7,293,241",428,,267,161,-106,,,
1149,"7,293,241",,"7,293,241","7,293,402",161,,58,103,45,,,
1150,"7,293,402",,"7,293,402","7,293,505",103,,-12930,13033,25963,,,
1151,"7,293,505",,"7,293,505","7,306,538","13,033",,-10028,23061,33089,,,
1152,"7,306,538",,"7,306,538","7,329,599","23,061",,23060,1,-23059,,,
1153,"7,329,599",,"7,329,599","7,329,600",1,,0,1,1,,,
