No.,Time,,Time 1,Time 2,Delay,,Delay 1,Delay 2 ,Jitter,,,
1706,"7,572,491",,"7,572,491","7,572,581",90,,-10,100,110,,,
1707,"7,572,581",,"7,572,581","7,572,681",100,,-19,119,138,,,
1708,"7,572,681",,"7,572,681","7,572,800",119,,9,110,101,,,
1709,"7,572,800",,"7,572,800","7,572,910",110,,-22,132,154,,,
1710,"7,572,910",,"7,572,910","7,573,042",132,,-34,166,200,,,
1711,"7,573,042",,"7,573,042","7,573,208",166,,85,81,-4,,,
1712,"7,573,208",,"7,573,208","7,573,289",81,,79,2,-77,,,
1713,"7,573,289",,"7,573,289","7,573,291",2,,2,0,-2,,,
1714,"7,573,291",,"7,573,291","7,573,291",0,,-1,1,2,,,
1715,"7,573,291",,"7,573,291","7,573,292",1,,0,1,1,,,
1716,"7,573,292",,"7,573,292","7,573,293",1,,0,1,1,,,
1717,"7,573,293",,"7,573,293","7,573,294",1,,0,1,1,,,
1718,"7,573,294",,"7,573,294","7,573,295",1,,-15,16,31,,,
1719,"7,573,295",,"7,573,295","7,573,311",16,,-72,88,160,,,
1720,"7,573,311",,"7,573,311","7,573,399",88,,2,86,84,,,
1721,"7,573,399",,"7,573,399","7,573,485",86,,-10,96,106,,,
1722,"7,573,485",,"7,573,485","7,573,581",96,,95,1,-94,,,
1723,"7,573,581",,"7,573,581","7,573,582",1,,-43,44,87,,,
1724,"7,573,582",,"7,573,582","7,573,626",44,,-54,98,152,,,
1725,"7,573,626",,"7,573,626","7,573,724",98,,97,1,-96,,,
1726,"7,573,724",,"7,573,724","7,573,725",1,,1,0,-1,,,
1727,"7,573,725",,"7,573,725","7,573,725",0,,-103,103,206,,,
1728,"7,573,725",,"7,573,725","7,573,828",103,,9,94,85,,,
1729,"7,573,828",,"7,573,828","7,573,922",94,,9,85,76,,,
1730,"7,573,922",,"7,573,922","7,574,007",85,,0,85,85,,,
1731,"7,574,007",,"7,574,007","7,574,092",85,,-7,92,99,,,
1732,"7,574,092",,"7,574,092","7,574,184",92,,0,92,92,,,
1733,"7,574,184",,"7,574,184","7,574,276",92,,-29,121,150,,,
1734,"7,574,276",,"7,574,276","7,574,397",121,,120,1,-119,,,
1735,"7,574,397",,"7,574,397","7,574,398",1,,-5,6,11,,,
1736,"7,574,398",,"7,574,398","7,574,404",6,,-79,85,164,,,
1737,"7,574,404",,"7,574,404","7,574,489",85,,31,54,23,,,
1738,"7,574,489",,"7,574,489","7,574,543",54,,53,1,-52,,,
1739,"7,574,543",,"7,574,543","7,574,544",1,,-72,73,145,,,
1740,"7,574,544",,"7,574,544","7,574,617",73,,-25,98,123,,,
1741,"7,574,617",,"7,574,617","7,574,715",98,,0,98,98,,,
1742,"7,574,715",,"7,574,715","7,574,813",98,,-7,105,112,,,
1743,"7,574,813",,"7,574,813","7,574,918",105,,90,15,-75,,,
1744,"7,574,918",,"7,574,918","7,574,933",15,,14,1,-13,,,
1745,"7,574,933",,"7,574,933","7,574,934",1,,-74,75,149,,,
1746,"7,574,934",,"7,574,934","7,575,009",75,,-74,149,223,,,
1747,"7,575,009",,"7,575,009","7,575,158",149,,147,2,-145,,,
1748,"7,575,158",,"7,575,158","7,575,160",2,,-34,36,70,,,
1749,"7,575,160",,"7,575,160","7,575,196",36,,-34,70,104,,,
1750,"7,575,196",,"7,575,196","7,575,266",70,,35,35,0,,,
1751,"7,575,266",,"7,575,266","7,575,301",35,,-4320,4355,8675,,,
1752,"7,575,301",,"7,575,301","7,579,656","4,355",,4353,2,-4351,,,
1753,"7,579,656",,"7,579,656","7,579,658",2,,1,1,0,,,
1754,"7,579,658",,"7,579,658","7,579,659",1,,0,1,1,,,
1755,"7,579,659",,"7,579,659","7,579,660",1,,0,1,1,,,
1756,"7,579,660",,"7,579,660","7,579,661",1,,0,1,1,,,
1757,"7,579,661",,"7,579,661","7,579,662",1,,0,1,1,,,
1758,"7,579,662",,"7,579,662","7,579,663",1,,-2,3,5,,,
1759,"7,579,663",,"7,579,663","7,579,666",3,,2,1,-1,,,
1760,"7,579,666",,"7,579,666","7,579,667",1,,0,1,1,,,
1761,"7,579,667",,"7,579,667","7,579,668",1,,0,1,1,,,
1762,"7,579,668",,"7,579,668","7,579,669",1,,-1,2,3,,,
1763,"7,579,669",,"7,579,669","7,579,671",2,,1,1,0,,,
1764,"7,579,671",,"7,579,671","7,579,672",1,,0,1,1,,,
1765,"7,579,672",,"7,579,672","7,579,673",1,,0,1,1,,,
1766,"7,579,673",,"7,579,673","7,579,674",1,,0,1,1,,,
1767,"7,579,674",,"7,579,674","7,579,675",1,,-778,779,1557,,,
1768,"7,579,675",,"7,579,675","7,580,454",779,,627,152,-475,,,
1769,"7,580,454",,"7,580,454","7,580,606",152,,56,96,40,,,
1770,"7,580,606",,"7,580,606","7,580,702",96,,-13,109,122,,,
1771,"7,580,702",,"7,580,702","7,580,811",109,,5,104,99,,,
1772,"7,580,811",,"7,580,811","7,580,915",104,,60,44,-16,,,
1773,"7,580,915",,"7,580,915","7,580,959",44,,42,2,-40,,,
1774,"7,580,959",,"7,580,959","7,580,961",2,,2,0,-2,,,
1775,"7,580,961",,"7,580,961","7,580,961",0,,-1,1,2,,,
1776,"7,580,961",,"7,580,961","7,580,962",1,,0,1,1,,,
1777,"7,580,962",,"7,580,962","7,580,963",1,,0,1,1,,,
1778,"7,580,963",,"7,580,963","7,580,964",1,,0,1,1,,,
1779,"7,580,964",,"7,580,964","7,580,965",1,,0,1,1,,,
1780,"7,580,965",,"7,580,965","7,580,966",1,,-193,194,387,,,
1781,"7,580,966",,"7,580,966","7,581,160",194,,100,94,-6,,,
1782,"7,581,160",,"7,581,160","7,581,254",94,,9,85,76,,,
1783,"7,581,254",,"7,581,254","7,581,339",85,,-2,87,89,,,
1784,"7,581,339",,"7,581,339","7,581,426",87,,-7,94,101,,,
1785,"7,581,426",,"7,581,426","7,581,520",94,,-20420,20514,40934,,,
1786,"7,581,520",,"7,581,520","7,602,034","20,514",,20513,1,-20512,,,
1787,"7,602,034",,"7,602,034","7,602,035",1,,-680,681,1361,,,
1788,"7,602,035",,"7,602,035","7,602,716",681,,511,170,-341,,,
1789,"7,602,716",,"7,602,716","7,602,886",170,,168,2,-166,,,
1790,"7,602,886",,"7,602,886","7,602,888",2,,2,0,-2,,,
1791,"7,602,888",,"7,602,888","7,602,888",0,,-1,1,2,,,
1792,"7,602,888",,"7,602,888","7,602,889",1,,-208,209,417,,,
1793,"7,602,889",,"7,602,889","7,603,098",209,,181,28,-153,,,
1794,"7,603,098",,"7,603,098","7,603,126",28,,25,3,-22,,,
1795,"7,603,126",,"7,603,126","7,603,129",3,,-66,69,135,,,
1796,"7,603,129",,"7,603,129","7,603,198",69,,-10,79,89,,,
1797,"7,603,198",,"7,603,198","7,603,277",79,,77,2,-75,,,
1798,"7,603,277",,"7,603,277","7,603,279",2,,-19,21,40,,,
1799,"7,603,279",,"7,603,279","7,603,300",21,,-91,112,203,,,
1800,"7,603,300",,"7,603,300","7,603,412",112,,22,90,68,,,
1801,"7,603,412",,"7,603,412","7,603,502",90,,-1024,1114,2138,,,
1802,"7,603,502",,"7,603,502","7,604,616","1,114",,1113,1,-1112,,,
1803,"7,604,616",,"7,604,616","7,604,617",1,,0,1,1,,,
1804,"7,604,617",,"7,604,617","7,604,618",1,,0,1,1,,,
1805,"7,604,618",,"7,604,618","7,604,619",1,,0,1,1,,,
1806,"7,604,619",,"7,604,619","7,604,620",1,,0,1,1,,,
1807,"7,604,620",,"7,604,620","7,604,621",1,,0,1,1,,,
1808,"7,604,621",,"7,604,621","7,604,622",1,,-227,228,455,,,
1809,"7,604,622",,"7,604,622","7,604,850",228,,78,150,72,,,
1810,"7,604,850",,"7,604,850","7,605,000",150,,48,102,54,,,
1811,"7,605,000",,"7,605,000","7,605,102",102,,-280,382,662,,,
1812,"7,605,102",,"7,605,102","7,605,484",382,,380,2,-378,,,
1813,"7,605,484",,"7,605,484","7,605,486",2,,1,1,0,,,
1814,"7,605,486",,"7,605,486","7,605,487",1,,-555,556,1111,,,
1815,"7,605,487",,"7,605,487","7,606,043",556,,555,1,-554,,,
1816,"7,606,043",,"7,606,043","7,606,044",1,,-864,865,1729,,,
1817,"7,606,044",,"7,606,044","7,606,909",865,,864,1,-863,,,
1818,"7,606,909",,"7,606,909","7,606,910",1,,0,1,1,,,
1819,"7,606,910",,"7,606,910","7,606,911",1,,-228,229,457,,,
1820,"7,606,911",,"7,606,911","7,607,140",229,,-1612,1841,3453,,,
1821,"7,607,140",,"7,607,140","7,608,981","1,841",,1198,643,-555,,,
1822,"7,608,981",,"7,608,981","7,609,624",643,,-1793,2436,4229,,,
1823,"7,609,624",,"7,609,624","7,612,060","2,436",,2435,1,-2434,,,
1824,"7,612,060",,"7,612,060","7,612,061",1,,0,1,1,,,
1825,"7,612,061",,"7,612,061","7,612,062",1,,0,1,1,,,
1826,"7,612,062",,"7,612,062","7,612,063",1,,-311,312,623,,,
1827,"7,612,063",,"7,612,063","7,612,375",312,,127,185,58,,,
1828,"7,612,375",,"7,612,375","7,612,560",185,,87,98,11,,,
1829,"7,612,560",,"7,612,560","7,612,658",98,,-674,772,1446,,,
1830,"7,612,658",,"7,612,658","7,613,430",772,,562,210,-352,,,
1831,"7,613,430",,"7,613,430","7,613,640",210,,-273,483,756,,,
1832,"7,613,640",,"7,613,640","7,614,123",483,,319,164,-155,,,
1833,"7,614,123",,"7,614,123","7,614,287",164,,-13,177,190,,,
1834,"7,614,287",,"7,614,287","7,614,464",177,,-13,190,203,,,
1835,"7,614,464",,"7,614,464","7,614,654",190,,-1010,1200,2210,,,
1836,"7,614,654",,"7,614,654","7,615,854","1,200",,91,1109,1018,,,
1837,"7,615,854",,"7,615,854","7,616,963","1,109",,1108,1,-1107,,,
1838,"7,616,963",,"7,616,963","7,616,964",1,,-253,254,507,,,
1839,"7,616,964",,"7,616,964","7,617,218",254,,252,2,-250,,,
1840,"7,617,218",,"7,617,218","7,617,220",2,,2,0,-2,,,
1841,"7,617,220",,"7,617,220","7,617,220",0,,-17,17,34,,,
1842,"7,617,220",,"7,617,220","7,617,237",17,,-129,146,275,,,
1843,"7,617,237",,"7,617,237","7,617,383",146,,28,118,90,,,
1844,"7,617,383",,"7,617,383","7,617,501",118,,7,111,104,,,
1845,"7,617,501",,"7,617,501","7,617,612",111,,15,96,81,,,
1846,"7,617,612",,"7,617,612","7,617,708",96,,-2097,2193,4290,,,
1847,"7,617,708",,"7,617,708","7,619,901","2,193",,1983,210,-1773,,,
1848,"7,619,901",,"7,619,901","7,620,111",210,,-942,1152,2094,,,
1849,"7,620,111",,"7,620,111","7,621,263","1,152",,995,157,-838,,,
1850,"7,621,263",,"7,621,263","7,621,420",157,,-549,706,1255,,,
1851,"7,621,420",,"7,621,420","7,622,126",706,,704,2,-702,,,
1852,"7,622,126",,"7,622,126","7,622,128",2,,2,0,-2,,,
1853,"7,622,128",,"7,622,128","7,622,128",0,,-190,190,380,,,
1854,"7,622,128",,"7,622,128","7,622,318",190,,57,133,76,,,
1855,"7,622,318",,"7,622,318","7,622,451",133,,34,99,65,,,
1856,"7,622,451",,"7,622,451","7,622,550",99,,81,18,-63,,,
1857,"7,622,550",,"7,622,550","7,622,568",18,,-237,255,492,,,
1858,"7,622,568",,"7,622,568","7,622,823",255,,-566,821,1387,,,
1859,"7,622,823",,"7,622,823","7,623,644",821,,153,668,515,,,
1860,"7,623,644",,"7,623,644","7,624,312",668,,524,144,-380,,,
1861,"7,624,312",,"7,624,312","7,624,456",144,,-299,443,742,,,
1862,"7,624,456",,"7,624,456","7,624,899",443,,442,1,-441,,,
1863,"7,624,899",,"7,624,899","7,624,900",1,,-177,178,355,,,
1864,"7,624,900",,"7,624,900","7,625,078",178,,-2128,2306,4434,,,
1865,"7,625,078",,"7,625,078","7,627,384","2,306",,2305,1,-2304,,,
1866,"7,627,384",,"7,627,384","7,627,385",1,,-210,211,421,,,
1867,"7,627,385",,"7,627,385","7,627,596",211,,68,143,75,,,
1868,"7,627,596",,"7,627,596","7,627,739",143,,-90,233,323,,,
1869,"7,627,739",,"7,627,739","7,627,972",233,,39,194,155,,,
1870,"7,627,972",,"7,627,972","7,628,166",194,,-2182,2376,4558,,,
1871,"7,628,166",,"7,628,166","7,630,542","2,376",,2375,1,-2374,,,
1872,"7,630,542",,"7,630,542","7,630,543",1,,-229,230,459,,,
1873,"7,630,543",,"7,630,543","7,630,773",230,,193,37,-156,,,
1874,"7,630,773",,"7,630,773","7,630,810",37,,-59,96,155,,,
1875,"7,630,810",,"7,630,810","7,630,906",96,,-202,298,500,,,
1876,"7,630,906",,"7,630,906","7,631,204",298,,297,1,-296,,,
1877,"7,631,204",,"7,631,204","7,631,205",1,,0,1,1,,,
1878,"7,631,205",,"7,631,205","7,631,206",1,,-2801,2802,5603,,,
1879,"7,631,206",,"7,631,206","7,634,008","2,802",,1641,1161,-480,,,
1880,"7,634,008",,"7,634,008","7,635,169","1,161",,1160,1,-1159,,,
1881,"7,635,169",,"7,635,169","7,635,170",1,,-1075,1076,2151,,,
1882,"7,635,170",,"7,635,170","7,636,246","1,076",,1075,1,-1074,,,
1883,"7,636,246",,"7,636,246","7,636,247",1,,-891,892,1783,,,
1884,"7,636,247",,"7,636,247","7,637,139",892,,890,2,-888,,,
1885,"7,637,139",,"7,637,139","7,637,141",2,,-225,227,452,,,
1886,"7,637,141",,"7,637,141","7,637,368",227,,100,127,27,,,
1887,"7,637,368",,"7,637,368","7,637,495",127,,101,26,-75,,,
1888,"7,637,495",,"7,637,495","7,637,521",26,,-73,99,172,,,
1889,"7,637,521",,"7,637,521","7,637,620",99,,-1898,1997,3895,,,
1890,"7,637,620",,"7,637,620","7,639,617","1,997",,1804,193,-1611,,,
1891,"7,639,617",,"7,639,617","7,639,810",193,,38,155,117,,,
1892,"7,639,810",,"7,639,810","7,639,965",155,,153,2,-151,,,
1893,"7,639,965",,"7,639,965","7,639,967",2,,-147,149,296,,,
1894,"7,639,967",,"7,639,967","7,640,116",149,,-79,228,307,,,
1895,"7,640,116",,"7,640,116","7,640,344",228,,-534,762,1296,,,
1896,"7,640,344",,"7,640,344","7,641,106",762,,586,176,-410,,,
1897,"7,641,106",,"7,641,106","7,641,282",176,,110,66,-44,,,
1898,"7,641,282",,"7,641,282","7,641,348",66,,-75,141,216,,,
1899,"7,641,348",,"7,641,348","7,641,489",141,,-26,167,193,,,
1900,"7,641,489",,"7,641,489","7,641,656",167,,-3620,3787,7407,,,
1901,"7,641,656",,"7,641,656","7,645,443","3,787",,3785,2,-3783,,,
1902,"7,645,443",,"7,645,443","7,645,445",2,,-468,470,938,,,
1903,"7,645,445",,"7,645,445","7,645,915",470,,469,1,-468,,,
1904,"7,645,915",,"7,645,915","7,645,916",1,,-764,765,1529,,,
1905,"7,645,916",,"7,645,916","7,646,681",765,,77,688,611,,,
1906,"7,646,681",,"7,646,681","7,647,369",688,,687,1,-686,,,
1907,"7,647,369",,"7,647,369","7,647,370",1,,-1661,1662,3323,,,
1908,"7,647,370",,"7,647,370","7,649,032","1,662",,1233,429,-804,,,
1909,"7,649,032",,"7,649,032","7,649,461",429,,261,168,-93,,,
1910,"7,649,461",,"7,649,461","7,649,629",168,,-93,261,354,,,
1911,"7,649,629",,"7,649,629","7,649,890",261,,-125,386,511,,,
1912,"7,649,890",,"7,649,890","7,650,276",386,,384,2,-382,,,
1913,"7,650,276",,"7,650,276","7,650,278",2,,-181,183,364,,,
1914,"7,650,278",,"7,650,278","7,650,461",183,,-769,952,1721,,,
1915,"7,650,461",,"7,650,461","7,651,413",952,,793,159,-634,,,
1916,"7,651,413",,"7,651,413","7,651,572",159,,109,50,-59,,,
1917,"7,651,572",,"7,651,572","7,651,622",50,,-80,130,210,,,
1918,"7,651,622",,"7,651,622","7,651,752",130,,-2799,2929,5728,,,
1919,"7,651,752",,"7,651,752","7,654,681","2,929",,2666,263,-2403,,,
1920,"7,654,681",,"7,654,681","7,654,944",263,,84,179,95,,,
1921,"7,654,944",,"7,654,944","7,655,123",179,,178,1,-177,,,
1922,"7,655,123",,"7,655,123","7,655,124",1,,0,1,1,,,
1923,"7,655,124",,"7,655,124","7,655,125",1,,-197,198,395,,,
1924,"7,655,125",,"7,655,125","7,655,323",198,,92,106,14,,,
1925,"7,655,323",,"7,655,323","7,655,429",106,,13,93,80,,,
1926,"7,655,429",,"7,655,429","7,655,522",93,,-27,120,147,,,
1927,"7,655,522",,"7,655,522","7,655,642",120,,119,1,-118,,,
1928,"7,655,642",,"7,655,642","7,655,643",1,,-1250,1251,2501,,,
1929,"7,655,643",,"7,655,643","7,656,894","1,251",,1043,208,-835,,,
1930,"7,656,894",,"7,656,894","7,657,102",208,,-941,1149,2090,,,
1931,"7,657,102",,"7,657,102","7,658,251","1,149",,970,179,-791,,,
1932,"7,658,251",,"7,658,251","7,658,430",179,,-336,515,851,,,
1933,"7,658,430",,"7,658,430","7,658,945",515,,-450,965,1415,,,
1934,"7,658,945",,"7,658,945","7,659,910",965,,964,1,-963,,,
1935,"7,659,910",,"7,659,910","7,659,911",1,,-965,966,1931,,,
1936,"7,659,911",,"7,659,911","7,660,877",966,,18,948,930,,,
1937,"7,660,877",,"7,660,877","7,661,825",948,,946,2,-944,,,
1938,"7,661,825",,"7,661,825","7,661,827",2,,-226,228,454,,,
1939,"7,661,827",,"7,661,827","7,662,055",228,,-4087,4315,8402,,,
1940,"7,662,055",,"7,662,055","7,666,370","4,315",,4314,1,-4313,,,
1941,"7,666,370",,"7,666,370","7,666,371",1,,0,1,1,,,
1942,"7,666,371",,"7,666,371","7,666,372",1,,0,1,1,,,
1943,"7,666,372",,"7,666,372","7,666,373",1,,-2,3,5,,,
1944,"7,666,373",,"7,666,373","7,666,376",3,,-365,368,733,,,
1945,"7,666,376",,"7,666,376","7,666,744",368,,151,217,66,,,
1946,"7,666,744",,"7,666,744","7,666,961",217,,100,117,17,,,
1947,"7,666,961",,"7,666,961","7,667,078",117,,26,91,65,,,
1948,"7,667,078",,"7,667,078","7,667,169",91,,-95,186,281,,,
1949,"7,667,169",,"7,667,169","7,667,355",186,,-1350,1536,2886,,,
1950,"7,667,355",,"7,667,355","7,668,891","1,536",,709,827,118,,,
1951,"7,668,891",,"7,668,891","7,669,718",827,,825,2,-823,,,
1952,"7,669,718",,"7,669,718","7,669,720",2,,-684,686,1370,,,
1953,"7,669,720",,"7,669,720","7,670,406",686,,684,2,-682,,,
1954,"7,670,406",,"7,670,406","7,670,408",2,,1,1,0,,,
1955,"7,670,408",,"7,670,408","7,670,409",1,,-178,179,357,,,
1956,"7,670,409",,"7,670,409","7,670,588",179,,37,142,105,,,
1957,"7,670,588",,"7,670,588","7,670,730",142,,37,105,68,,,
1958,"7,670,730",,"7,670,730","7,670,835",105,,-400,505,905,,,
1959,"7,670,835",,"7,670,835","7,671,340",505,,317,188,-129,,,
1960,"7,671,340",,"7,671,340","7,671,528",188,,-319,507,826,,,
1961,"7,671,528",,"7,671,528","7,672,035",507,,505,2,-503,,,
1962,"7,672,035",,"7,672,035","7,672,037",2,,-193,195,388,,,
1963,"7,672,037",,"7,672,037","7,672,232",195,,73,122,49,,,
1964,"7,672,232",,"7,672,232","7,672,354",122,,-3880,4002,7882,,,
1965,"7,672,354",,"7,672,354","7,676,356","4,002",,4001,1,-4000,,,
1966,"7,676,356",,"7,676,356","7,676,357",1,,-2,3,5,,,
1967,"7,676,357",,"7,676,357","7,676,360",3,,2,1,-1,,,
1968,"7,676,360",,"7,676,360","7,676,361",1,,0,1,1,,,
1969,"7,676,361",,"7,676,361","7,676,362",1,,-228,229,457,,,
1970,"7,676,362",,"7,676,362","7,676,591",229,,227,2,-225,,,
1971,"7,676,591",,"7,676,591","7,676,593",2,,-246,248,494,,,
1972,"7,676,593",,"7,676,593","7,676,841",248,,83,165,82,,,
1973,"7,676,841",,"7,676,841","7,677,006",165,,69,96,27,,,
1974,"7,677,006",,"7,677,006","7,677,102",96,,-10,106,116,,,
1975,"7,677,102",,"7,677,102","7,677,208",106,,-7,113,120,,,
1976,"7,677,208",,"7,677,208","7,677,321",113,,-291,404,695,,,
1977,"7,677,321",,"7,677,321","7,677,725",404,,403,1,-402,,,
1978,"7,677,725",,"7,677,725","7,677,726",1,,-188,189,377,,,
1979,"7,677,726",,"7,677,726","7,677,915",189,,41,148,107,,,
1980,"7,677,915",,"7,677,915","7,678,063",148,,-4371,4519,8890,,,
1981,"7,678,063",,"7,678,063","7,682,582","4,519",,4517,2,-4515,,,
1982,"7,682,582",,"7,682,582","7,682,584",2,,1,1,0,,,
1983,"7,682,584",,"7,682,584","7,682,585",1,,0,1,1,,,
1984,"7,682,585",,"7,682,585","7,682,586",1,,-761,762,1523,,,
1985,"7,682,586",,"7,682,586","7,683,348",762,,761,1,-760,,,
1986,"7,683,348",,"7,683,348","7,683,349",1,,0,1,1,,,
1987,"7,683,349",,"7,683,349","7,683,350",1,,0,1,1,,,
1988,"7,683,350",,"7,683,350","7,683,351",1,,-272,273,545,,,
1989,"7,683,351",,"7,683,351","7,683,624",273,,75,198,123,,,
1990,"7,683,624",,"7,683,624","7,683,822",198,,86,112,26,,,
1991,"7,683,822",,"7,683,822","7,683,934",112,,18,94,76,,,
1992,"7,683,934",,"7,683,934","7,684,028",94,,-1205,1299,2504,,,
1993,"7,684,028",,"7,684,028","7,685,327","1,299",,1104,195,-909,,,
1994,"7,685,327",,"7,685,327","7,685,522",195,,-998,1193,2191,,,
1995,"7,685,522",,"7,685,522","7,686,715","1,193",,1191,2,-1189,,,
1996,"7,686,715",,"7,686,715","7,686,717",2,,1,1,0,,,
1997,"7,686,717",,"7,686,717","7,686,718",1,,1,0,-1,,,
1998,"7,686,718",,"7,686,718","7,686,718",0,,-174,174,348,,,
1999,"7,686,718",,"7,686,718","7,686,892",174,,172,2,-170,,,
2000,"7,686,892",,"7,686,892","7,686,894",2,,-117,119,236,,,
2001,"7,686,894",,"7,686,894","7,687,013",119,,-208,327,535,,,
2002,"7,687,013",,"7,687,013","7,687,340",327,,326,1,-325,,,
2003,"7,687,340",,"7,687,340","7,687,341",1,,-245,246,491,,,
2004,"7,687,341",,"7,687,341","7,687,587",246,,-2505,2751,5256,,,
2005,"7,687,587",,"7,687,587","7,690,338","2,751",,2750,1,-2749,,,
2006,"7,690,338",,"7,690,338","7,690,339",1,,-204,205,409,,,
2007,"7,690,339",,"7,690,339","7,690,544",205,,80,125,45,,,
2008,"7,690,544",,"7,690,544","7,690,669",125,,-435,560,995,,,
2009,"7,690,669",,"7,690,669","7,691,229",560,,559,1,-558,,,
2010,"7,691,229",,"7,691,229","7,691,230",1,,0,1,1,,,
2011,"7,691,230",,"7,691,230","7,691,231",1,,0,1,1,,,
2012,"7,691,231",,"7,691,231","7,691,232",1,,-188,189,377,,,
2013,"7,691,232",,"7,691,232","7,691,421",189,,38,151,113,,,
2014,"7,691,421",,"7,691,421","7,691,572",151,,58,93,35,,,
2015,"7,691,572",,"7,691,572","7,691,665",93,,-884,977,1861,,,
2016,"7,691,665",,"7,691,665","7,692,642",977,,796,181,-615,,,
2017,"7,692,642",,"7,692,642","7,692,823",181,,-2274,2455,4729,,,
2018,"7,692,823",,"7,692,823","7,695,278","2,455",,2454,1,-2453,,,
2019,"7,695,278",,"7,695,278","7,695,279",1,,-639,640,1279,,,
2020,"7,695,279",,"7,695,279","7,695,919",640,,639,1,-638,,,
2021,"7,695,919",,"7,695,919","7,695,920",1,,0,1,1,,,
2022,"7,695,920",,"7,695,920","7,695,921",1,,-227,228,455,,,
2023,"7,695,921",,"7,695,921","7,696,149",228,,69,159,90,,,
2024,"7,696,149",,"7,696,149","7,696,308",159,,-744,903,1647,,,
2025,"7,696,308",,"7,696,308","7,697,211",903,,902,1,-901,,,
2026,"7,697,211",,"7,697,211","7,697,212",1,,-223,224,447,,,
2027,"7,697,212",,"7,697,212","7,697,436",224,,-2060,2284,4344,,,
2028,"7,697,436",,"7,697,436","7,699,720","2,284",,2282,2,-2280,,,
2029,"7,699,720",,"7,699,720","7,699,722",2,,-303,305,608,,,
2030,"7,699,722",,"7,699,722","7,700,027",305,,94,211,117,,,
2031,"7,700,027",,"7,700,027","7,700,238",211,,-370,581,951,,,
2032,"7,700,238",,"7,700,238","7,700,819",581,,576,5,-571,,,
2033,"7,700,819",,"7,700,819","7,700,824",5,,-159,164,323,,,
2034,"7,700,824",,"7,700,824","7,700,988",164,,30,134,104,,,
2035,"7,700,988",,"7,700,988","7,701,122",134,,-356,490,846,,,
2036,"7,701,122",,"7,701,122","7,701,612",490,,488,2,-486,,,
2037,"7,701,612",,"7,701,612","7,701,614",2,,2,0,-2,,,
2038,"7,701,614",,"7,701,614","7,701,614",0,,-201,201,402,,,
2039,"7,701,614",,"7,701,614","7,701,815",201,,81,120,39,,,
2040,"7,701,815",,"7,701,815","7,701,935",120,,15,105,90,,,
2041,"7,701,935",,"7,701,935","7,702,040",105,,-148,253,401,,,
2042,"7,702,040",,"7,702,040","7,702,293",253,,251,2,-249,,,
2043,"7,702,293",,"7,702,293","7,702,295",2,,-169,171,340,,,
2044,"7,702,295",,"7,702,295","7,702,466",171,,-894,1065,1959,,,
2045,"7,702,466",,"7,702,466","7,703,531","1,065",,1064,1,-1063,,,
2046,"7,703,531",,"7,703,531","7,703,532",1,,-208,209,417,,,
2047,"7,703,532",,"7,703,532","7,703,741",209,,81,128,47,,,
2048,"7,703,741",,"7,703,741","7,703,869",128,,-417,545,962,,,
2049,"7,703,869",,"7,703,869","7,704,414",545,,377,168,-209,,,
2050,"7,704,414",,"7,704,414","7,704,582",168,,-322,490,812,,,
2051,"7,704,582",,"7,704,582","7,705,072",490,,486,4,-482,,,
2052,"7,705,072",,"7,705,072","7,705,076",4,,3,1,-2,,,
2053,"7,705,076",,"7,705,076","7,705,077",1,,-154,155,309,,,
2054,"7,705,077",,"7,705,077","7,705,232",155,,25,130,105,,,
2055,"7,705,232",,"7,705,232","7,705,362",130,,36,94,58,,,
2056,"7,705,362",,"7,705,362","7,705,456",94,,-119,213,332,,,
2057,"7,705,456",,"7,705,456","7,705,669",213,,211,2,-209,,,
2058,"7,705,669",,"7,705,669","7,705,671",2,,-1992,1994,3986,,,
2059,"7,705,671",,"7,705,671","7,707,665","1,994",,1993,1,-1992,,,
2060,"7,707,665",,"7,707,665","7,707,666",1,,-258,259,517,,,
2061,"7,707,666",,"7,707,666","7,707,925",259,,116,143,27,,,
2062,"7,707,925",,"7,707,925","7,708,068",143,,-470,613,1083,,,
2063,"7,708,068",,"7,708,068","7,708,681",613,,612,1,-611,,,
2064,"7,708,681",,"7,708,681","7,708,682",1,,-2838,2839,5677,,,
2065,"7,708,682",,"7,708,682","7,711,521","2,839",,2838,1,-2837,,,
2066,"7,711,521",,"7,711,521","7,711,522",1,,-233,234,467,,,
2067,"7,711,522",,"7,711,522","7,711,756",234,,79,155,76,,,
2068,"7,711,756",,"7,711,756","7,711,911",155,,154,1,-153,,,
2069,"7,711,911",,"7,711,911","7,711,912",1,,-155,156,311,,,
2070,"7,711,912",,"7,711,912","7,712,068",156,,-394,550,944,,,
2071,"7,712,068",,"7,712,068","7,712,618",550,,549,1,-548,,,
2072,"7,712,618",,"7,712,618","7,712,619",1,,0,1,1,,,
2073,"7,712,619",,"7,712,619","7,712,620",1,,1,0,-1,,,
2074,"7,712,620",,"7,712,620","7,712,620",0,,-832,832,1664,,,
2075,"7,712,620",,"7,712,620","7,713,452",832,,831,1,-830,,,
2076,"7,713,452",,"7,713,452","7,713,453",1,,-4040,4041,8081,,,
2077,"7,713,453",,"7,713,453","7,717,494","4,041",,4038,3,-4035,,,
2078,"7,717,494",,"7,717,494","7,717,497",3,,-349,352,701,,,
